Uniquekey,category,matched_chat_text,Skill,pred_val_bert,pred_val_llm_skill,pred_val_llm_skill_desc,subprocess,group,confidence,reasoning
52a375135142a0887a4e4afb81f0b26f,complex,Why does a planner sometimes fail even when a valid plan exists?,Planning,Evaluate,Analyze,Analyze,Attributing,mid_order,high,Asking why a planner can fail despite an existing valid plan requires analysis of planner limitations and causes of failure.
91f608d4130161112f4c6e7b004ff4e7,critical,"""Does planning always require explicit symbolic representations of states, or can it be done using subsymbolic methods?""",Planning,Apply,Understand,Understand,Comparing,lower_order,high,The question asks to compare symbolic and subsymbolic planning approaches and explain their differences.
6778d932a42de6bfee7320e679179137,critical,what are the limitations of each,Planning,Remember,Evaluate,Evaluate,Critiquing,higher_order,medium,"They ask for the limitations of each (presumably planning approaches), which requires critical evaluation and comparison of alternatives."
9f332ae08f6f5f7d539d3978c60eb36a,creative,How would planning change if the agent had to learn operators instead of being given them explicitly?,Planning,Apply,Analyze,Analyze,Organizing,mid_order,medium,"It asks how planning components and procedures would change if operators must be learned, requiring analysis of relationships and impacts."
a47e0f13a151529b9be0369e8aa2c1e0,creative,"""If planning were applied to solving Raven’s Progressive Matrices, how might operators and states be defined?\n""",Planning,Apply,Create,Create,Generating,higher_order,high,"The student requests a design mapping (defining states and operators) for applying planning to RPM problems, which is a generative design task."
c24e1593f58e45c2cf6c2a9536e39cc9,basic,What is a version space?,Version Spaces,Remember,Remember,Remember,Recalling,lower_order,high,This is a request for a definition or basic recall of what a version space is.
138732344a3f5250f9f181001b15b953,basic,What makes an abstract version space abstact?,Version Spaces,Analyze,Understand,Understand,Explaining,lower_order,high,Asking what makes a version space abstract calls for an explanation of defining characteristics.
3ea38e64b706d49d72af6eac27294efb,complex,"""If I have an abstract version space with specific model s and general model g, what should I do when I get some data d that is not covered by g?""",Version Spaces,Apply,Apply,Apply,Implementing,mid_order,high,"The student asks what action to take when data lies outside g, which requires applying procedures to the specific situation."
30b4e3d97807200db3d00b940f4f344a,complex,I just specified a general boundary g into g' and I generalized specific boundary s into s'. How do these two steps connect?,Version Spaces,Apply,Analyze,Analyze,Organizing,mid_order,high,Asking how a generalization step and a specialization step connect requires organizing the sequence and relationship between operations.
f743b406cce43cfeaa960ce178986438,critical,When might a Version Space not be effective at explaining the data?,Version Spaces,Apply,Evaluate,Evaluate,Checking,higher_order,high,"The student asks under what conditions a Version Space fails to explain data, which requires judging limitations against criteria."
3dd6b31e23b8cc7b7beef2508d02f96f,creative,"""What if I gave an example labeled positive, then gave the same example labeled negative?""",Version Spaces,Apply,Analyze,Analyze,Attributing,mid_order,high,Presenting a contradictory labeling scenario asks to analyze consequences and attribute the resulting inconsistency.
7e72628bc1bf548752a00f28876e205d,basic,What are Frames?,Frames,Remember,Remember,Remember,Recalling,lower_order,high,"This is a straightforward request for the definition of frames, a recall task."
c96ebad39d0742feb1c6d5c5bad2915b,basic,Why are frames useful in Knowledge Based AI?,Frames,Apply,Understand,Understand,Explaining,lower_order,high,"The question asks for reasons frames are useful, which is an explanatory conceptual task."
1386cb1760354f0f292a1aad677a926a,complex,What is the first step in creating a frame?,Frames,Remember,Remember,Apply,Executing,mid_order,high,"Asking for the first step in creating a frame requests a procedural action to begin a task, which is application of steps."
243415faedf28a02dffd2f165f41b398,critical,"""What assumptions do frames rely on about the structure and completeness of knowledge, and how do these assumptions break down in real-world scenarios with missing or ambiguous information?""",Frames,Analyze,Evaluate,Evaluate,Critiquing,higher_order,high,"This asks for the assumptions frames rely on and where they fail, requiring a critical assessment of their limits."
56fbab25e7976d1f733ff6e232d9a1f6,creative,"""How could frames be adapted to represent dynamic, real-time environments (e.g., autonomous driving or financial markets), where slot values are constantly changing?""",Frames,Apply,Create,Create,Planning,higher_order,high,"Adapting frames to dynamic real-time domains involves designing and planning structural changes, a generative task."
91e3547e7238e9c594d49f08d277ce31,creative,"""How could frame-based representations be combined with modern machine learning models (e.g., neural networks) to improve reasoning and interpretability?""",Frames,Create,Create,Create,Planning,higher_order,high,"Combining frame-based representations with ML requires designing an integrated approach, which is a creative planning task."
943236e5e43968e556aa1c541fcace9f,creative,"""For exercise Version Spaces II, I selected Specialize. Why is this the incorrect answer? And why is Generalize the correct answer?""",Version Spaces,Understand,Analyze,Analyze,Attributing,mid_order,high,"The student asks why their chosen action is incorrect and why the alternative is correct, requiring analysis of the state and attribution of the correct update."
0064520e78f0c2cb9e18616842d4111f,creative,Do you have insight into the quesiton that is being asked in 19.12 Exercise Version spaces II?,Version Spaces,Analyze,Understand,Understand,Interpreting,lower_order,medium,"The student asks for insight into a specific exercise, which is a request to interpret the question and its intent."
fcdfa10c82e2858bd993e624ca1895a3,creative,"""ok so the question being asked is if we should specialize or generalize our allergies. The positive example is Kims restaurant, the meal is lunch, the day is friday, the cost is cheap, and the meal is vegan. the most specific example from the previous question is Kims, breakfast, friday, cheap, not vegan. The questions is should we, as the person with the allergy, specialize our allergy report or generalize it? Why generalize here instead of specialize?""",Version Spaces,Create,Analyze,Understand,Explaining,lower_order,high,"The student asks why, in this allergy example, generalization is appropriate rather than specialization, which requires conceptual explanation."
bd8dec26d8357e03147c52146aa90769,creative,What are some key things to look for when evaluating if a sentance is grammatically correct?,Constraint Propagation,Analyze,Understand,Understand,Exemplifying,lower_order,high,"The student requests key things to look for when judging grammaticality, which entails explaining and exemplifying relevant criteria."
7cf16820c0798be69cd59da127c0d5d9,basic,"""What is Explanation-Based Learning, and how is it different from other forms of machine learning like inductive learning?""",Explanation-Based Learning,Analyze,Understand,Understand,Comparing,lower_order,high,"The student requests definitions and differences between EBL and inductive learning, which is a conceptual comparison."
f234f904348a57f973642deb10709c3c,complex,"""In EBL, the agent breaks the main goal into sub-goals like 'object is stable' and 'object enables drinking.' How does the agent decide what sub-goals to create, and what happens when a sub-goal itself requires further decomposition?""",Explanation-Based Learning,Analyze,Analyze,Analyze,Organizing,mid_order,high,Determining how sub-goals are chosen and decomposed requires analyzing and organizing the decomposition process.
1b5d00d348885def6f277a8f5e7c0eef,critical,"""EBL builds explanations entirely from prior background knowledge. What happens if that background knowledge contains a false or incorrect causal relationship — for example, if the agent wrongly believes 'flat bottom causes liftability'? Would EBL still produce a confident but wrong explanation?""",Explanation-Based Learning,Apply,Evaluate,Evaluate,Checking,higher_order,high,The question asks to judge whether EBL will produce confidently wrong explanations given incorrect background knowledge.
e9181071670a19117777713c7a1d3c13,critical,"""in the mug proof, the agent fails when no background example bridges 'limits heat transfer' to 'protects against heat.' Is this failure a fixable gap in knowledge, or does it reveal a deeper structural limitation of EBL — for instance, when there is no causal chain at all, only correlational data?""",Explanation-Based Learning,Analyze,Evaluate,Evaluate,Critiquing,higher_order,high,The question asks to judge whether a failure reveals a fixable knowledge gap or a fundamental limitation of EBL.
69dad74e4a317c25ef87eff15358d802,creative,"""Could Explanation-Based Learning be applied to explain why a smartphone might serve as a flashlight in a dark room? What prior background knowledge would the agent need, and what would the causal proof look like?""",Explanation-Based Learning,Apply,Create,Apply,Implementing,mid_order,high,Applying EBL to explain a smartphone-as-flashlight scenario asks for an implementation of the method on a specific example.
620cf144909e501e81acad1bc8738f37,creative,"""Lesson 17 mentions that EBL connects to planning and analogical reasoning. If an agent's background knowledge is incomplete — so a direct causal proof fails — could analogical reasoning be used to 'fill in the gap' and complete the explanation? How would that hybrid approach work?""""""",Explanation-Based Learning,Apply,Create,Create,Generating,higher_order,medium,"The student asks how to combine analogical reasoning with EBL to fill gaps, which requires proposing a novel hybrid approach."
bc971b1cfd5f579a4c058489c5b98313,basic,"""What is constraint propagation, and what problem is it trying to solve?""",Constraint Propagation,Remember,Remember,Remember,Recalling,lower_order,high,"This is a straightforward request for a definition of constraint propagation and its goal, a recall task."
45f425d56dac48dd4bbacff24390272b,basic,What does it mean to eliminate some value from some variable domain during constraint propagation?,Constraint Propagation,Understand,Understand,Understand,Explaining,lower_order,high,"This asks for the meaning of a specific term used in constraint propagation, a definitional explanation."
886c9c138ea8d79803ad6622603f4e14,complex,"""How do constraints propagate through multiple variables in some system, and how do I know when to stop the process?""",Constraint Propagation,Apply,Apply,Apply,Implementing,mid_order,high,"The student asks how propagation proceeds across variables and when to stop, which requires applying the propagation procedure and stopping criteria."
4d24612ac6f1e640e1c9bdc185dd5143,critical,When can constraint propagation fail to find any solution even if there exists one?,Constraint Propagation,Apply,Analyze,Analyze,Attributing,mid_order,high,"The question asks for conditions and reasons why an algorithm may fail despite a solution existing, requiring analysis of limitations."
ff07f6f5ab0666ea1a6a3a2021558a1f,critical,"""What assumptions does constraint propagation make about some problem, and what happens should those assumptions be violated?""",Constraint Propagation,Apply,Analyze,Analyze,Attributing,mid_order,high,Examining assumptions and consequences if violated requires analysis of the method's preconditions and effects.
e07214d44f1ec71f1eda6b6597804c82,creative,"""In Mass Effect, player choices affect which characters survive and what story paths become available. How could constraint propagation be used to track and update which outcomes are still possible based on earlier decisions?""",Constraint Propagation,Apply,Apply,Apply,Implementing,mid_order,high,"The question asks how to use constraint propagation to track possible outcomes in a narrative, which is an application of the concept."
94e6eb8b49ab54a874bb6f5ab44bb90f,creative,"""In Mass Effect, some missions or dialogue options are locked unless certain conditions are met (like loyalty or prior actions). What would happen if new constraints were added or removed during gameplay, and how would constraint propagation handle these changes?""",Constraint Propagation,Apply,Apply,Apply,Implementing,mid_order,high,"The student asks how dynamic game-state constraints would be handled, which involves applying constraint propagation to changing conditions."
d186a2eba120abeb8d844edc46eec192,basic,What are version spaces?,Version Spaces,Remember,Remember,Remember,Recalling,lower_order,high,"This is a basic request for the definition of version spaces, a recall-level question."
1122223adf1f3f174422be3230985566,basic,What is the step by step process for pruning hypotheses from the version space?,Version Spaces,Analyze,Apply,Apply,Executing,mid_order,high,Requesting a step-by-step pruning process asks for procedural execution of the version-space algorithm.
661b048fbc3368c7a9b6730c9bb84066,complex,""" “How does the ordering of which examples are presented determine the refinement process and the final version space? ”""",Version Spaces,Analyze,Analyze,Analyze,Organizing,mid_order,high,"The student asks how the order of examples affects the refinement process and final space, requiring analysis of process dynamics and organization."
05bb54de0a69df5fbe6b9ff95698a1c5,complex,How do changes to the specific model affect the boundaries of the general model over time?,Version Spaces,Analyze,Analyze,Analyze,Attributing,mid_order,high,"The student asks how updates to the specific model influence the general boundary over time, which requires analyzing their relationship."
05f89d8b5ffae71ed41d6cf84d757a95,critical,"""What happens if two opposing examples are presented in real-world datasets and the agent cannot resolve the contradiction? """,Version Spaces,Apply,Analyze,Analyze,Attributing,mid_order,high,Determining what happens when contradictory examples appear requires analysis of how the agent handles inconsistent evidence.
09adef2893bec4fa91669d6e02530e2e,critical,"""If there are false examples introduced earlier on, could the version space eventually recover after numerous refinements or do they permanently skew the version space?""",Version Spaces,Analyze,Analyze,Analyze,Attributing,mid_order,high,Asking whether early false examples permanently skew the space or if recovery is possible requires analysis of system dynamics and robustness.
31b28ef2199f493467141cd804692a54,creative,How might version spaces be applied to real-world medical scenarios?,Version Spaces,Apply,Apply,Apply,Implementing,mid_order,high,"The question asks for practical application of version spaces to medical scenarios, requiring applied reasoning about use cases."
4ac7b31a5c131735a3bf2f0665e859c5,creative,"""Instead of completely removing an inconsistent model, how would the refinement algorithm change if we assigned each model in the version space a validity score and reduced them when faced with new negative examples?""",Version Spaces,Apply,Create,Create,Planning,higher_order,high,Proposing an algorithmic modification (scoring hypotheses instead of removing) asks for designing a changed refinement algorithm.
efe464ac0327d892c65da623b31ae129,basic,What is the goal of diagnosis in terms of mapping data space to hypothesis space?,Diagnosis,Understand,Understand,Understand,Summarizing,lower_order,high,"The student asks for the goal of diagnosis in mapping terms, which is a request to summarize the core purpose."
d2f8684039aeec855f7bc3d2c3efdbf1,basic,What does it mean to perform abduction in a diagnosis task?,Diagnosis,Apply,Understand,Understand,Explaining,lower_order,high,"The question requests a definition/explanation of abduction within diagnosis, a comprehension task."
a7f6fdba73428046655ced5b6e907861,complex,How does the diagnosis process handle situations where one data point maps to multiple hypotheses?,Diagnosis,Apply,Understand,Understand,Explaining,lower_order,high,The student requests an explanation of how the process handles one-to-many mappings between data points and hypotheses.
6f7b3910f35b4e3da1ed2544eac6b7e2,critical,Why can diagnosis fail when data points interact or cancel each other out?,Diagnosis,Apply,Analyze,Analyze,Attributing,mid_order,high,"It asks for the causes of diagnostic failure when data interact or cancel, which requires attributing failure to interacting factors."
4c2283f01b2cecf5b08d257d0e646346,critical,What are the limitations of using diagnosis as a classification problem?,Diagnosis,Understand,Evaluate,Evaluate,Critiquing,higher_order,high,Asking about limitations of treating diagnosis as classification requires critical evaluation of the approach against criteria and trade-offs.
c6da2e549fb656d3a02c7e054a6663c8,creative,"""How could the diagnosis process be extended to design systems, like the chair example in the lesson?""",Diagnosis,Apply,Create,Create,Planning,higher_order,medium,Extending diagnosis to design systems asks for creating a planning approach to apply diagnostic ideas to design tasks.
69b060cd1628596c9a396315f64ef8c8,creative,How could diagnosis be used to solve problems like Raven’s Progressive Matrices?,Diagnosis,Apply,Create,Create,Planning,higher_order,medium,"The question asks the student to devise how diagnosis could be applied to a novel problem (Raven’s PM), which requires planning a solution approach."
be566743fde4e1fc6b2a6bb0c51e4700,basic,"""What is Case-Based Reasoning, and what are the main steps involved in the process?""",Case-Based Reasoning,Analyze,Understand,Remember,Recalling,lower_order,high,"The question asks for a definition and the main steps of CBR, which is factual recall."
c69ad984913dc887689a3cd569ddc753,basic,"""What does it mean to 'adapt' a retrieved case, and when is adaptation necessary?""",Case-Based Reasoning,Analyze,Understand,Understand,Explaining,lower_order,high,"The question seeks a conceptual explanation of adaptation and when it is necessary, which is understanding."
c451a8b9502fa94acb327979d416cf33,complex,How does the retrieval step interact with the adaptation step — what happens if the most similar case still requires significant modification to fit the new problem?,Case-Based Reasoning,Analyze,Analyze,Analyze,Attributing,mid_order,medium,"The student asks how retrieval and adaptation interact and consequences when heavy modification is needed, which requires analyzing dependencies and causes."
93d87550c2026884278be404f6a1bc9a,complex,"""How does Case-Based Reasoning decide when a retrieved solution has failed, and what happens next in the reasoning process?""",Case-Based Reasoning,Analyze,Apply,Understand,Explaining,lower_order,high,"The question asks for an explanation of the CBR process for detecting failure and subsequent steps, which is conceptual understanding."
406b1d87759095ae959949287207aeb3,critical,What are the limitations of Case-Based Reasoning when the case library is small or when the new problem is very different from any stored case?,Case-Based Reasoning,Analyze,Evaluate,Evaluate,Critiquing,higher_order,high,"The question asks to assess the limitations of CBR under specific resource and novelty constraints, a critical judgment."
25a47564035f409133a2c7a510564e74,critical,Does Case-Based Reasoning guarantee finding the correct solution? What assumptions does it rely on that might not hold in practice?,Case-Based Reasoning,Evaluate,Evaluate,Evaluate,Critiquing,higher_order,high,"The question asks for judgment about guarantees and underlying assumptions of CBR, which is a critical evaluation."
239f8cffd0990b4ba374c71670ecc31a,creative,Could Case-Based Reasoning be applied to creative tasks like writing or music composition? How would the retrieval and adaptation steps work in that context?,Case-Based Reasoning,Apply,Apply,Create,Planning,higher_order,medium,"The student asks how to apply CBR to creative tasks and how retrieval/adaptation would work, which asks for a design/plan for a novel application."
286db01d2a9b7b288aa1e52e8379cfcb,creative,What would happen if two retrieved cases conflict when adapted — is there a way to combine partial solutions from multiple cases?,Case-Based Reasoning,Create,Analyze,Create,Generating,higher_order,medium,"The student asks whether and how partial solutions from conflicting cases can be combined, which calls for generating integration strategies."
6235c78c6a2adf6b6607d17583b1de57,basic,"""How does a smart tester interact with a generator over multiple iterations, does it only evaluate final answers, or can it guide intermediate steps?""",Generate & Test,Analyze,Understand,Understand,Interpreting,lower_order,medium,"The question asks how a smart tester interacts with a generator over iterations, which requires interpreting the interaction dynamics."
a2e3679eec3c995c65941b70f835e5c3,basic,What are the limitations of a smart tester if the evaluation criteria are incomplete or incorrect? Can it still reliably select the right answer?,Generate & Test,Evaluate,Evaluate,Evaluate,Checking,higher_order,medium,"The student asks for judgment about limitations when evaluation criteria are incomplete, which is an evaluative check."
8ac29cda51ba3df4193a0e7aec4b38ed,complex,"""How could a smart tester be extended to not just evaluate answers, but also refine or improve the generator itself over time?""",Generate & Test,Create,Create,Create,Planning,higher_order,medium,"The student asks how to extend a tester to refine the generator over time, which requires designing or planning an enhancement."
05b7a6c5afd2dced873821448a10c259,complex,"""What is a “smart tester” in the generate-and-test method, and how does it differ from a basic tester?""",Generate & Test,Analyze,Understand,Understand,Comparing,lower_order,high,"The student asks for what a smart tester is and how it differs from a basic tester, requiring comparison and conceptual understanding."
646379a01c8bff8aeee2c491312ab6fe,critical,"""In the context of Raven’s Progressive Matrices, what criteria does a smart tester use to evaluate whether a generated candidate is correct?""",Generate & Test,Evaluate,Understand,Understand,Explaining,lower_order,high,Asking what criteria a smart tester uses in Raven's Matrices requires explanation of evaluation criteria.
930f93fd168f08cc32eb0eac98c1e3f6,basic,"""What does “generate and test” mean in this lesson, and what are the two main parts of the method?""",Generate & Test,Understand,Understand,Remember,Recalling,lower_order,high,"The student asks for the basic definition and the two main parts of the method, which is a factual recall task."
3aa8b932e84cabc778ad8e9073e08751,basic,What makes a generator “smart” versus just generating possibilities at random?,Generate & Test,Create,Understand,Analyze,Comparing,mid_order,high,"The student asks what distinguishes a 'smart' generator from random generation, which requires comparing properties and strategies."
8f1afd5dba75a940cbdac0c70b648044,complex,"""When solving a Raven’s Progressive Matrices problem, how do the generator and tester work together step by step to narrow down the answer choices?""",Generate & Test,Apply,Apply,Apply,Executing,mid_order,high,Requesting a step-by-step account of generator and tester interaction is asking for the execution of a procedural method.
8c9da33477ee9567495ccda89c168e6d,complex,"""If the generator produces several candidate answers that seem plausible, how should the tester compare them and decide which one best fits the pattern?""",Generate & Test,Apply,Evaluate,Evaluate,Checking,higher_order,high,"The question asks how to compare and choose among plausible candidates, requiring judgment based on criteria."
fefd1e60ee5f23ade9f697346b8ce201,critical,What are the weaknesses of the generate-and-test method if the search space becomes very large or the problem is poorly constrained?,Generate & Test,Analyze,Analyze,Evaluate,Critiquing,higher_order,high,Identifying weaknesses when search spaces grow or constraints are weak requires critical evaluation of the method's limitations.
fbbd4c2101f432a5e7920fa09fad9c4f,critical,"""How can the method fail if the generator is complete but not efficient, or if the tester is efficient but not accurate enough?""",Generate & Test,Apply,Analyze,Analyze,Attributing,mid_order,high,"The student asks how the method can fail under particular deficiencies, which requires analyzing failure modes and attributing causes."
ec1da6b40fcc66e3eef1dc0cee81dd01,creative,"""How could I improve the generate-and-test method by combining it with another strategy, like semantic networks or rules about transformations?""",Generate & Test,Create,Create,Create,Generating,higher_order,high,"Combining generate-and-test with other strategies asks for novel hybrid designs, a generative creation task."
5212c0acb339c2458ea5cc3c8dd2ccad,creative,"""Could generate and test be adapted to solve a different kind of AI problem beyond Raven’s matrices, such as planning, debugging, or game playing?""",Generate & Test,Create,Create,Create,Generating,higher_order,high,"Adapting generate-and-test to other problem domains asks for novel applications and design ideas, a generative task."
723b19f7fd6bf016f3be85b4c3b13dfb,basic,"""What is a thematic role, and what are some examples of thematic roles used in sentence understanding?""",Understanding,Analyze,Understand,Remember,Recalling,lower_order,high,"They request the definition of a thematic role and examples, a straightforward recall/definition question."
fa0e19ce84107e6ae07b5ec84b204eaa,basic,"""In the sentence 'Proff Ashok made pancakes for David with a griddle,' how do you identify which word fills each thematic role like agent, beneficiary, and instrument?""",Understanding,Analyze,Understand,Apply,Executing,mid_order,high,Identifying thematic roles in a concrete sentence is a procedural application of role-assignment rules.
4897f0655f011d81a5a9637aca741631,complex,"""When a sentence uses the preposition 'by,' how do you decide whether it signals an agent, a conveyance, or a location? Walk me through the reasoning step by step using an example.""",Understanding,Analyze,Understand,Apply,Executing,mid_order,high,"They request a step-by-step decision process for interpreting 'by' in context, which is applying reasoning to examples."
3f6db16fb778df071392aec223f94f08,complex,How do thematic role frames help resolve lexical ambiguity in sentences like 'I took the candy from the baby' versus 'I took an aspirin for my headache'? How does the frame selection process work?,Understanding,Analyze,Understand,Understand,Explaining,lower_order,high,"The question asks how thematic role frames resolve lexical ambiguity and how frame selection works, requiring explanatory understanding."
83388e5a6f257db4ccd1d20064ee3132,critical,"""What happens when a sentence is genuinely ambiguous and the prepositional constraints and ontological knowledge still don't narrow it down to a single thematic role frame? Does the system fail, or does something else happen?""",Understanding,Analyze,Understand,Analyze,Attributing,mid_order,medium,"The question probes system behavior under genuine ambiguity and possible outcomes, requiring analysis of system responses and causes."
dda6f36b9852332ba4f9fb843e3ed17d,critical,Thematic role frames assume verbs have a fixed set of meanings that can be enumerated in advance. But language evolves and people use words in novel ways. How does this approach handle a use of 'take' that doesn't match any of its predefined frames?,Understanding,Apply,Understand,Analyze,Attributing,mid_order,high,"They ask how the approach handles novel verb uses, requiring analysis of fallback behaviors and attribution of failure modes or remedies."
e0e7ed6ba8bcdd0670db224008743e24,creative,"""Could thematic role systems be used to understand visual scenes, not just sentences — for example, identifying who is doing what to whom in an image? How might that work?""",Understanding,Apply,Create,Create,Planning,higher_order,high,"Applying thematic role systems to visual scene understanding asks for a design of cross-modal methods, a creative planning task."
827bae3ff84ebd48a2ba81beba32d68a,basic,What is a lexicon/ node?,Semantic Networks,Remember,Remember,Remember,Recalling,lower_order,high,"They ask for the definition of a lexicon/node, which is a factual recall question."
8ce16ee1b71a1cd6c4aa630e5d26b8db,basic,What do the nodes and edges represent in a semantic network?,Semantic Networks,Remember,Remember,Understand,Explaining,lower_order,high,Asking what nodes and edges represent requires explaining the semantics of the representation.
24656e5dec6da4ed019f6933eaacce21,complex,"""If I had multiple semantic networks and I wanted to relate these into one larger one, how should I go about it?""",Semantic Networks,Apply,Apply,Apply,Implementing,mid_order,high,Combining multiple semantic networks into one larger one asks for a method to implement integration.
2354fcd850c3691cf4c4d23798ec7f59,complex,Whats the problem with making relationships too specific?,Semantic Networks,Understand,Understand,Evaluate,Critiquing,higher_order,high,"The student asks about problems from overly specific relationships, which requires evaluating drawbacks and trade-offs."
4ed101fd08703322409ede4b41742b15,critical,"""What if in combining two semantic networks, two nodes are very similar but they should be treated as different?""",Semantic Networks,Create,Analyze,Analyze,Differentiating,mid_order,high,Again asking about similar-but-distinct nodes in merging networks requires identifying criteria to differentiate them.
f7d63d2d1597520bc8335b25dd1a2f6c,critical,What if a relationship in a semantic network cannot be represented well as the type of relationship does not actually exist in the agent's vocabulary?,Semantic Networks,Apply,Analyze,Analyze,Organizing,mid_order,medium,Asking what to do when a relationship cannot be represented in the agent's vocabulary requires organizing alternative representational strategies.
2e3f03ffc603a4171e8badf6ae15f08f,creative,How can semantic networks be combined with frames to represent knowledge,Semantic Networks,Apply,Apply,Apply,Implementing,mid_order,high,"The student asks how to integrate semantic networks with frames, which requires proposing an implementation approach."
32e17e3e60a4c32200b579c01189f869,creative,Are there alternative knowledge representations that can accomplish what a semantic network accomplishes?,Semantic Networks,Create,Understand,Evaluate,Comparing,higher_order,high,"They ask whether alternative representations can accomplish the same goals, requiring comparison and judgment of options."
892e212592765765993e22799de4d385,basic,"""What is the basic idea of Version Spaces, and what problem does it address in machine learning?""",Version Spaces,Remember,Understand,Understand,Summarizing,lower_order,high,"The student requests the basic idea and addressed problem, which is a summarization-level understanding query."
de24320da0152ecbeb643cc43f12380e,basic,"""What does it mean to specialize a hypothesis in Version Spaces, and when does this occur in the algorithm?""",Version Spaces,Create,Understand,Understand,Explaining,lower_order,high,This is a request to define and clarify what specialization means and when it occurs in the algorithm.
1dbfbe1d3f5936f8e77fc1ed62355b3e,complex,How do S-boundary and G-boundary work together to reduce the version space over multiple training examples? Take me through how both boundaries change when given a positive and a negative example.,Version Spaces,Analyze,Analyze,Apply,Implementing,mid_order,high,Walking through how S and G change with positive and negative examples asks for step-by-step application of the candidate-elimination procedure.
1294e07522b99c97a978624d4b29ab3a,complex,Why does the candidate elimination algorithm need both generalization and specialization? What would happen if only generalization were used?,Version Spaces,Apply,Analyze,Analyze,Attributing,mid_order,high,Explaining why both generalization and specialization are needed and consequences of omitting one requires analysis of their complementary roles.
5e56e4c618fc2c0817dfe621cf19eee9,critical,"""You said that the version space collapses when no hypothesis is consistent with all examples. But what if the problem is that the training examples are incorrect in the first place? How does Version Spaces deal with this problem, and is this really a problem?""",Version Spaces,Apply,Evaluate,Evaluate,Critiquing,higher_order,high,This question challenges the robustness of the algorithm to noisy or incorrect training data and requires critical judgment of the approach.
2c9dbfdde82ff603ddb876dccbcd3dbc,critical,How does the algorithm choose the hypotheses that remain? Doesn't the assumption of the hypothesis space itself bias the algorithm? Doesn't Version Spaces overlook the bias of the hypothesis space assumption?,Version Spaces,Analyze,Evaluate,Evaluate,Critiquing,higher_order,high,Questioning hypothesis-space bias and whether the algorithm overlooks bias is a critique of the method and its assumptions.
ccd120125a5b8b4ed0c1433e298e6c3b,critical,"""If the version spaces converge to a single hypothesis, does that mean that the algorithm has actually discovered the correct concept? Underlying assumptions of the algorithm's conclusions: are they true? """,Version Spaces,Analyze,Evaluate,Evaluate,Critiquing,higher_order,high,"The student asks whether convergence implies correctness and questions underlying assumptions, which requires judging the algorithm against criteria and assumptions."
56ae7a7a7e7a7d56d9b35304ec2267b0,creative,What if the training examples had been presented in a different order? Would the version spaces be the same or different? Does the order of the training examples matter?,Version Spaces,Analyze,Analyze,Analyze,Inferring,mid_order,high,"The student asks about the effect of example ordering on the final version space, requiring inference about algorithmic properties and dynamics."
aa5d7a03aa61379f7044ecb99a17fd98,creative,"""Is it possible to use the Version Spaces algorithm for something other than classification problems? For instance, how would the algorithm be applied to the task of learning a procedural task like how to cook a recipe?""",Version Spaces,Apply,Create,Create,Generating,higher_order,high,Applying Version Spaces to procedural tasks like recipes asks for generating a novel adaptation of the algorithm to a new problem type.
309821856eeeb071edef490b9571a2db,basic,What is analogical reasoning?,Analogical Reasoning,Understand,Remember,Remember,Recalling,lower_order,high,"The student requests a definition of analogical reasoning, which is a recall of factual knowledge."
3fe46adb4230532ab5e4aa1da22437ca,basic,What are the main steps involved in analogical reasoning?,Analogical Reasoning,Analyze,Understand,Understand,Summarizing,lower_order,high,Requesting the main steps of analogical reasoning asks for a concise summary of the process.
56063e7cac276f4c5cb33e5477de0311,complex,"""If there are multiple similar cases, how does the agent know which one it needs to pick?""",Analogical Reasoning,Analyze,Analyze,Analyze,Organizing,mid_order,high,Determining how an agent selects among similar cases requires organizing selection criteria and relationships between candidates.
0211812a89d1281a6e882570655d7c09,complex,"""How does the agent know what transformations need to be applied to the past case to make it suitable for the present case? """,Analogical Reasoning,Apply,Analyze,Analyze,Attributing,mid_order,high,Determining how an agent chooses transformations to adapt a past case requires analyzing the mapping and attributing which transformations are needed and why.
49ad83fbe415bfb1410991b8bab92e56,critical,When can analogical reasoning give us wrong answers?,Analogical Reasoning,Create,Analyze,Analyze,Attributing,mid_order,high,Asking when analogical reasoning fails requires identifying conditions that cause errors (attributing causes).
15b33e4cb70a6415427edf0e7aed4792,critical,What are some common assumptions does analogical reasoning make?,Analogical Reasoning,Understand,Understand,Understand,Explaining,lower_order,high,Listing common assumptions of analogical reasoning requires explaining the conceptual foundations and typical simplifications of the method.
fb7a74ea217ff27cf281628afef15187,creative,How can we combine analogical reasoning with other procedural skills? Pick any one other procedural skill and share how?,Analogical Reasoning,Create,Create,Create,Generating,higher_order,high,Combining analogical reasoning with another procedural skill asks for generating a novel integration or approach.
6cbb14ef2f93e837f95a319314f2be49,creative,How can we use analogical reasoning in domains other than just visual puzzles?,Analogical Reasoning,Apply,Apply,Apply,Implementing,mid_order,high,Asking how to use analogical reasoning in other domains requests applying the method to new situations.
a865b920d67557f358c730fd114cfc25,basic,what are semantic networks?,Semantic Networks,Remember,Remember,Remember,Recalling,lower_order,high,"This is a straightforward request for the definition or basic facts about semantic networks, i.e., retrieval of knowledge."
